Source,Folio,Seq,Incipit,Text,Feast,Occasion,Genre,Position,"Cantus ID",Mode,Diff,"Diff db"
"P-BRs Ms. 034",110,002,"Alleluia Exsultate deo adjutori nostro jubilate","Alleluia Exsultate deo adjutori nostro jubilate Deo Jacob sumite psalmum jucundum cum cithara","Dom. 8 p. Pent.",MI,Al,,g01186,7,,
"P-BRs Ms. 034",111,001,"Alleluia Eripe me de inimicis meis","Alleluia Eripe me de inimicis meis deus meus et ab insurgentibus in me libera me","Dom. 8 p. Pent.",MI,Al,,g01176,2,,
"P-BRs Ms. 034",111,002,"Populum humilem salvum facies domine et","Populum humilem salvum facies domine et oculos superborum humiliabis quoniam quis deus praeter te domine","Dom. 8 p. Pent.",M,Of,,g01171,5,,
"P-BRs Ms. 034",111,003,"Gustate et videte quoniam suavis est","Gustate et videte quoniam suavis est dominus beatus vir qui sperat in eo","Dom. 8 p. Pent.",MI,Cm,,g01172,3,,
"P-BRs Ms. 034",112,001,"Ecce deus adjuvat me et dominus","Ecce deus adjuvat me et dominus susceptor est animae meae averte mala inimicis meis in veritate tua disperde illos protector meus domine","Dom. 9 p. Pent.",MI,In,,g01173,5,,
"P-BRs Ms. 034",112,002,"Deus in nomine tuo salvum me","Deus in nomine tuo salvum me fac et in virtute tua judica me","Dom. 9 p. Pent.",MI,InV,,g01173a,5,,
"P-BRs Ms. 034",112,003,"Domine dominus noster quam admirabile est","Domine dominus noster quam admirabile est nomen tuum in universa terra","Dom. 9 p. Pent.",MI,Gr,,g01174,5,,
"P-BRs Ms. 034",113,001,"Quoniam elevata est magnificentia tua super","Quoniam elevata est magnificentia tua super caelos","Dom. 9 p. Pent.",MI,GrV,,g01174a,5,,
"P-BRs Ms. 034",113,002,"Alleluia Domine deus salutis meae in","Alleluia Domine deus salutis meae in die clamavi et nocte coram te","Dom. 9 p. Pent.",MI,Al,,g01191,3,,
"P-BRs Ms. 034",113,003,"Justitiae domini rectae laetificantes corda et","Justitiae domini rectae laetificantes corda et dulciora super mel et favum nam et servus tuus custodiet ea","Dom. 9 p. Pent.",MI,Of,,g00752,4,,
"P-BRs Ms. 034",114,001,"Primum quaerite regnum dei et omnia","Primum quaerite regnum dei et omnia adjicientur vobis dicit dominus","Dom. 9 p. Pent.",MI,Cm,,g01205,8,,
"P-BRs Ms. 034",114,002,"Dum clamarem ad dominum exaudivit vocem","Dum clamarem ad dominum exaudivit vocem meam ab his qui appropinquant mihi et humiliavit eos qui est ante saecula et manet in aeternum jacta cogitatum tuum in domino et ipse te enutriet","Dom. 10 p. Pent.",MI,In,,g01178,3,,
"P-BRs Ms. 034",114,003,"Exaudi deus orationem meam et ne","Exaudi deus orationem meam et ne despexeris deprecationem meam intende mihi et exaudi me","Dom. 10 p. Pent.",MI,InV,,g01178b.1,3,,
"P-BRs Ms. 034",115,001,"Custodi me domine ut pupillam oculi","Custodi me domine ut pupillam oculi sub umbra alarum tuarum protege me","Dom. 10 p. Pent.",MI,Gr,,g01179,1,,
"P-BRs Ms. 034",115,002,"De vultu tuo judicium meum prodeat","De vultu tuo judicium meum prodeat oculi tui videant aequitatem","Dom. 10 p. Pent.",MI,GrV,,g01179a,1,,
"P-BRs Ms. 034",116,001,"Alleluia domine refugium factus es nobis","Alleluia domine refugium factus es nobis a generatione et progenie","Dom. 10 p. Pent.",MI,Al,,g01197,7,,
"P-BRs Ms. 034",116,002,"Ad te domine levavi animam meam","Ad te domine levavi animam meam deus meus in te confido non erubescam neque irrideant me inimici mei etenim universi qui te exspectant non confundentur","Dom. 10 p. Pent.",MI,Of,,g00493,2,,
"P-BRs Ms. 034",117,001,"Acceptabis sacrificium justitiae oblationes et holocausta","Acceptabis sacrificium justitiae oblationes et holocausta super altare tuum domine","Dom. 10 p. Pent.",MI,Cm,,g01182,4,,
"P-BRs Ms. 034",117,002,"Deus in loco sancto suo deus","Deus in loco sancto suo deus qui inhabitare facit unanimes in domo ipse dabit virtutem et fortitudinem plebi suae","Dom. 11 p. Pent.",MI,In,,g01183,"5 | 7",,
"P-BRs Ms. 034",117,003,"Exsurgat deus et dissipentur inimici ejus","Exsurgat deus et dissipentur inimici ejus et fugiant qui oderunt eum a facie ejus","Dom. 11 p. Pent.",MI,InV,,g01183a,7,,
"P-BRs Ms. 034",118,001,"In deo speravit cor meum et","In deo speravit cor meum et adjutus sum et refloruit caro mea et ex voluntate mea confitebor illi","Dom. 11 p. Pent.",MI,Gr,,g01184,5,,
"P-BRs Ms. 034",118,002,"Ad te domine clamavi deus meus","Ad te domine clamavi deus meus ne silleas ne discedas a me","Dom. 11 p. Pent.",MI,GrV,,g01184a.1,5,,
"P-BRs Ms. 034",118,003,"Alleluia Venite exsultemus domino jubilemus deo","Alleluia Venite exsultemus domino jubilemus deo salutari nostro","Dom. 11 p. Pent.",MI,Al,,g01203,7,,
"P-BRs Ms. 034",119,001,"Exaltabo te domine quoniam suscepisti me","Exaltabo te domine quoniam suscepisti me nec delectasti inimicos meos super me domine clamavi ad te et sanasti me","Dom. 11 p. Pent.",MI,Of,,g00668,2,,
"P-BRs Ms. 034",119,002,"Honora dominum de tua substantia et","Honora dominum de tua substantia et de primitiis frugum tuarum ut impleantur horrea tua saturitate et vino torcularia redundabunt","Dom. 11 p. Pent.",MI,Cm,,g01187,6,,
"P-BRs Ms. 034",120,001,"Deus in adjutorium meum intende domine","Deus in adjutorium meum intende domine ad adjuvandum me festina confundantur et revereantur inimici mei qui quaerunt animam meam","Dom. 12 p. Pent.",MI,In,,g02026,7,,
"P-BRs Ms. 034",120,002,"Avertantur retrorsum et erubescant qui volunt","Avertantur retrorsum et erubescant qui volunt mihi mala","Dom. 12 p. Pent.",MI,InV,,g02026a,7,,
"P-BRs Ms. 034",120,003,"Benedicam dominum in omni tempore semper","Benedicam dominum in omni tempore semper laus ejus in ore meo","Dom. 12 p. Pent.",MI,Gr,,g01189,7,,
"P-BRs Ms. 034",121,001,"In domino laudabitur anima mea audiant","In domino laudabitur anima mea audiant mansueti et laetentur","Dom. 12 p. Pent.",MI,GrV,,g01189a,7,,
"P-BRs Ms. 034",121,002,"Alleluia Quoniam deus magnus dominus et","Alleluia Quoniam deus magnus dominus et rex magnus super omnem terram","Dom. 12 p. Pent.",MI,Al,,507036,7,,
"P-BRs Ms. 034",122,001,"Precatus est Moyses in conspectu domini","Precatus est Moyses in conspectu domini dei sui et dixit precatus est Moyses in conspectu domini dei sui et dixit quare domine irasceris in populo tuo parce irae animae tuae memento Abraham Isaac et Jacob quibus jurasti dare terram fluentem lac et mel Et placatus factus est dominus de malignitate quam dixit facere populo suo","Dom. 12 p. Pent.",MI,Of,,g01192,8,,
"P-BRs Ms. 034",123,001,"De fructu operum tuorum domine satiabitur","De fructu operum tuorum domine satiabitur terra ut educas panem de terra et vinum laetificet cor hominis ut exhilaret faciem in oleo et panis cor hominis confirmet","Dom. 12 p. Pent.",MI,Cm,,g01193,6,,
"P-BRs Ms. 034",123,002,"Respice domine in testamentum tuum et","Respice domine in testamentum tuum et animas pauperum tuorum ne derelinquas in finem exsurge domine et judica causam tuam et ne obliviscaris voces quaerentium te","Dom. 13 p. Pent.",MI,In,,g01194,7,,
"P-BRs Ms. 034",124,001,"Ut quid deus repulisti in finem","Ut quid deus repulisti in finem iratus est furor tuus super oves pascuae tuae","Dom. 13 p. Pent.",MI,InV,,g01194a,7,,
"P-BRs Ms. 034",124,002,"Respice domine in testamentum tuum et","Respice domine in testamentum tuum et animas pauperum tuorum ne obliviscaris in finem","Dom. 13 p. Pent.",,Gr,,g01195,5,,
"P-BRs Ms. 034",124,003,"Exsurge domine et judica causam tuam","Exsurge domine et judica causam tuam memor esto opprobrii servorum tuorum","Dom. 13 p. Pent.",MI,GrV,,g01195a,5,,
"P-BRs Ms. 034",125,001,"Alleluia Cantate domino canticum novum quia","Alleluia Cantate domino canticum novum quia mirabilia fecit dominus","Dom. 13 p. Pent.",MI,Al,,008417,1,,
"P-BRs Ms. 034",125,002,"Alleluia Misericordias Domini in aeternum cantabo","Alleluia Misericordias Domini in aeternum cantabo","Dom. 13 p. Pent.",MI,Al,,g02192,7,,
"P-BRs Ms. 034",125,003,"In te speravi domine dixi tu","In te speravi domine dixi tu es deus meus in manibus tuis tempora mea","Dom. 13 p. Pent.",MI,Of,,g01198,2,,
"P-BRs Ms. 034",126,001,"Panem de caelo dedisti nobis domine","Panem de caelo dedisti nobis domine habentem omne delectamentum et omnem saporem suavitatis","Dom. 13 p. Pent.",MI,Cm,,g01199,5,,
"P-BRs Ms. 034",126,002,"Protector noster aspice deus et respice","Protector noster aspice deus et respice in faciem christi tui quia melior est dies una in atriis tuis super milia","Dom. 14 p. Pent.",MI,In,,g01200,3,,
"P-BRs Ms. 034",126,003,"Quam dilecta tabernacula tua domine virtutum","Quam dilecta tabernacula tua domine virtutum concupiscit et deficit anima mea in atria domini","Dom. 14 p. Pent.",MI,InV,,g01200a.1,3,,
"P-BRs Ms. 034",127,001,"Bonum est confidere in domino quam","Bonum est confidere in domino quam confidere in homine","Dom. 14 p. Pent.",MI,Gr,,g01201,5,,
"P-BRs Ms. 034",127,002,"Bonum est sperare in domino quam","Bonum est sperare in domino quam sperare in principibus","Dom. 14 p. Pent.",MI,GrV,,g01201a,5,,
"P-BRs Ms. 034",127,003,"Alleluia Confitemini domino et invocate nomen","Alleluia Confitemini domino et invocate nomen ejus annuntiate inter gentes opera ejus","Dom. 14 p. Pent.",MI,Al,,g01234,2,,
"P-BRs Ms. 034",128,001,"Immittet angelus domini in circuitu timentium","Immittet angelus domini in circuitu timentium eum et eripiet eos gustate et videte quoniam suavis est dominus","Dom. 14 p. Pent.",MI,Of,,g01204,8,,
"P-BRs Ms. 034",128,002,"Panis quem ego dedero caro mea","Panis quem ego dedero caro mea est pro saeculi vita","Dom. 14 p. Pent.",MI,Cm,,g01211,1,,
"P-BRs Ms. 034",128,003,"Inclina domine aurem tuam ad me","Inclina domine aurem tuam ad me et exaudi me salvum fac servum tuum deus meus sperantem in te miserere mihi domine quoniam ad te clamavi tota die","Dom. 15 p. Pent.",MI,In,,g01206,1,,
"P-BRs Ms. 034",129,001,"Laetifica animam servi tui quoniam ad","Laetifica animam servi tui quoniam ad te domine animam meam levavi","Dom. 15 p. Pent.",MI,InV,,g01206c,1,,
"P-BRs Ms. 034",129,002,"Bonum est confiteri domino et psallere","Bonum est confiteri domino et psallere nomini tuo altissime","Dom. 15 p. Pent.",MI,Gr,,g01207,5,,
"P-BRs Ms. 034",129,003,"Ad annuntiandum mane misericordiam tuam et","Ad annuntiandum mane misericordiam tuam et veritatem tuam per noctem","Dom. 15 p. Pent.",MI,GrV,,g01207a,5,,
"P-BRs Ms. 034",130,001,"Alleluia Paratum cor meum deus paratum","Alleluia Paratum cor meum deus paratum cor meum cantabo et psallam tibi in gloria mea","Dom. 15 p. Pent.",MI,Al,,g01238,3,,
"P-BRs Ms. 034",130,002,"Exspectans exspectavi dominum et respexit me","Exspectans exspectavi dominum et respexit me et exaudivit deprecationem meam et immisit in os meum canticum novum hymnum deo nostro","Dom. 15 p. Pent.",MI,Of,,g01210,5,,
"P-BRs Ms. 034",131,001,"Qui manducat carnem meam et bibit","Qui manducat carnem meam et bibit sanguinem meum in me manet et ego in eo dicit Dominus","Dom. 15 p. Pent.",MI,Cm,,g01177,6,,
"P-BRs Ms. 034",131,002,"Miserere mihi domine quoniam ad te","Miserere mihi domine quoniam ad te clamavi tota die quia tu domine suavis ac mitis es et copiosus in misericordia omnibus invocantibus te","Dom. 16 p. Pent.",MI,In,,g01212,8,,
"P-BRs Ms. 034",132,001,"Inclina domine aurem tuam et exaudi","Inclina domine aurem tuam et exaudi me quoniam inops et pauper sum ego","Dom. 16 p. Pent.",MI,InV,,g01212a,8,,
"P-BRs Ms. 034",132,002,"Timebunt gentes nomen tuum domine et","Timebunt gentes nomen tuum domine et omnes reges terrae gloriam tuam","Dom. 16 p. Pent.",MI,Gr,,g00626,5,,
"P-BRs Ms. 034",132,003,"Quoniam aedificavit dominus Sion et videbitur","Quoniam aedificavit dominus Sion et videbitur in majestate sua","Dom. 16 p. Pent.",MI,GrV,,g00626b,5,,
"P-BRs Ms. 034",132,004,"Alleluia Dixit dominus domino meo sede","Alleluia Dixit dominus domino meo sede a dextris meis","Dom. 16 p. Pent.",MI,Al,,g02193,8,,
"P-BRs Ms. 034",133,001,"Alleluia Timebunt gentes nomen tuum Domine","Alleluia Timebunt gentes nomen tuum Domine et omnes reges terrae gloriam tuam","Dom. 16 p. Pent.",MI,Al,,507043,4,,
"P-BRs Ms. 034",133,002,"Domine in auxilium meum respice confundantur","Domine in auxilium meum respice confundantur et revereantur qui quaerunt animam meam ut auferant eam","Dom. 16 p. Pent.",MI,Of,,g02305,"1 / 7",,
"P-BRs Ms. 034",133,003,"Domine memorabor justitiae tuae solius deus","Domine memorabor justitiae tuae solius deus docuisti me a juventute mea et usque in senectam et senium deus ne derelinquas me","Dom. 16 p. Pent.",MI,Cm,,g01215,8,,
"P-BRs Ms. 034",134,001,"Justus es domine et rectum judicium","Justus es domine et rectum judicium tuum fac cum servo tuo secundum misericordiam tuam","Dom. 17 p. Pent.",MI,In,,g01216,1,,
"P-BRs Ms. 034",134,002,"Beati immaculati in via qui ambulant","Beati immaculati in via qui ambulant in lege domini","Dom. 17 p. Pent.",MI,InV,,g01216a,1,,
"P-BRs Ms. 034",134,003,"Beata gens cujus est dominus deus","Beata gens cujus est dominus deus eorum populus quem elegit dominus in hereditatem sibi","Dom. 17 p. Pent.",MI,Gr,,g01217,1,,
"P-BRs Ms. 034",135,001,"Verbo domini caeli firmati sunt et","Verbo domini caeli firmati sunt et spiritu oris ejus omnis virtus eorum","Dom. 17 p. Pent.",MI,GrV,,g01217a,1,,
"P-BRs Ms. 034",135,002,"Alleluia Redemptionem misit Dominus in populo","Alleluia Redemptionem misit Dominus in populo suo","Dom. 17 p. Pent.",MI,Al,,507027,2,,
"P-BRs Ms. 034",135,003,"Alleluia Notum fecit Dominus salutare suum","Alleluia Notum fecit Dominus salutare suum ante conspectum gentium revelavit justitiam suam","Dom. 17 p. Pent.",MI,Al,,g02194,1,,
"P-BRs Ms. 034",136,001,"Oravi deum meum ego Daniel dicens","Oravi deum meum ego Daniel dicens exaudi domine preces servi tui illumina faciem tuam super sanctuarium tuum et propitius intende populum istum super quem invocatum est nomen tuum deus","Dom. 17 p. Pent.",MI,Of,,g01220,4,,
"P-BRs Ms. 034",136,002,"Vovete et reddite domino deo vestro","Vovete et reddite domino deo vestro omnes qui in circuitu ejus affertis munera terribili et ei qui aufert spiritum principum terribili apud omnes reges terrae","Dom. 17 p. Pent.",MI,Cm,,g01221,2,,
"P-BRs Ms. 034",137,001,"Da pacem domine sustinentibus te ut","Da pacem domine sustinentibus te ut prophetae tui fideles inveniantur exaudi preces servi tui et plebis tuae Israel","Dom. 18 p. Pent.",MI,In,,g01229,1,,
"P-BRs Ms. 034",137,002,"Dilexi quoniam exaudiet dominus vocem orationis","Dilexi quoniam exaudiet dominus vocem orationis meae","Dom. 18 p. Pent.",MI,InV,,g01229a,1,,
"P-BRs Ms. 034",137,003,"Laetatus sum in his quae dicta","Laetatus sum in his quae dicta sunt mihi in domum Domini ibimus","Dom. 18 p. Pent.",MI,Gr,,g00777,7,,
"P-BRs Ms. 034",138,001,"Fiat pax in virtute tua et","Fiat pax in virtute tua et abundatia in turribus tuis","Dom. 18 p. Pent.",MI,GrV,,g00777a,7,,
"P-BRs Ms. 034",138,002,"Alleluia In exitu Israel ex Aegypto","Alleluia In exitu Israel ex Aegypto domus Jacob de populo barbaro","Dom. 18 p. Pent.",MI,Al,,008427.1,2,,
"P-BRs Ms. 034",138,003,"Sanctificavit Moyses altare domino offerens super","Sanctificavit Moyses altare domino offerens super illud holocausta et immolans victimas fecit sacrificium vespertinum in odorem suavitatis domino deo in conspectu filiorum Israel","Dom. 18 p. Pent.",MI,Of,,g01231,5,,
"P-BRs Ms. 034",139,001,"Tollite hostias et introite in atria","Tollite hostias et introite in atria ejus adorate dominum in aula sancta ejus","Dom. 18 p. Pent.",MI,Cm,,g01232,4,,
"P-BRs Ms. 034",139,002,"Salus populi ego sum dicit dominus","Salus populi ego sum dicit dominus de quacumque tribulatione clamaverint ad me exaudiam eos et ero illorum dominus in perpetuum","Dom. 19 p. Pent.",MI,In,,g01233,4,,
"P-BRs Ms. 034",139,003,"Attendite popule meus legem meam inclinate","Attendite popule meus legem meam inclinate aurem vestram in verba oris mei","Dom. 19 p. Pent.",MI,InV,,g01233a,4,,
"P-BRs Ms. 034",140,001,"Dirigatur oratio mea sicut incensum in","Dirigatur oratio mea sicut incensum in conspectu tuo Domine","Dom. 19 p. Pent.",MI,Gr,,g00713,7,,
"P-BRs Ms. 034",140,002,"Elevatio manuum mearum sacrificium vespertinum","Elevatio manuum mearum sacrificium vespertinum","Dom. 19 p. Pent.",MI,GrV,,g00713a,7,,
"P-BRs Ms. 034",140,003,"Alleluia Laudate dominum omnes gentes et","Alleluia Laudate dominum omnes gentes et collaudate eum omnes populi","Dom. 19 p. Pent.",MI,Al,,507019,2,,
"P-BRs Ms. 034",140,004,"Alleluia Confitebor tibi Domine in toto","Alleluia Confitebor tibi Domine in toto corde meo et in conspectu angelorum psallam coram te","Dom. 19 p. Pent.",MI,Al,,g02196,7,,
"P-BRs Ms. 034",141,001,"Si ambulavero in medio tribulationis vivificabis","Si ambulavero in medio tribulationis vivificabis me domine et super iram inimicorum meorum extendes manum tuam et salvum me fecit dextera tua","Dom. 19 p. Pent.",MI,Of,,g01235,8,,
"P-BRs Ms. 034",141,002,"Tu mandasti mandata tua custodiri nimis","Tu mandasti mandata tua custodiri nimis utinam dirigantur viae meae ad custodiendas justificationes tuas","Dom. 19 p. Pent.",MI,Cm,,g01236,5,,
"P-BRs Ms. 034",142,001,"Omnia quae fecisti nobis domine in","Omnia quae fecisti nobis domine in vero judicio fecisti quia peccavimus tibi et mandatis tuis non obedivimus sed da gloriam nomini tuo et fac nobiscum secundum multitudinem misericordiae tuae","Dom. 20 p. Pent.",MI,In,,g01237,3,,
"P-BRs Ms. 034",142,002,"Magnus dominus et laudabilis nimis in","Magnus dominus et laudabilis nimis in civitate dei nostri in monte sancto ejus","Dom. 20 p. Pent.",MI,InV,,g01237a,3,,
"P-BRs Ms. 034",143,001,"Oculi omnium in te sperant domine","Oculi omnium in te sperant domine et tu das illis escam in tempore opportuno","Dom. 20 p. Pent.",MI,Gr,,g01127,7,,
"P-BRs Ms. 034",143,002,"Aperis tu manum tuam et imples","Aperis tu manum tuam et imples omne animal benedictione","Dom. 20 p. Pent.",MI,GrV,,g01127a,7,,
"P-BRs Ms. 034",143,003,"Alleluia Quoniam confirmata est super nos","Alleluia Quoniam confirmata est super nos misericordia ejus et veritas domini manet in aeternum","Dom. 20 p. Pent.",MI,Al,,g02200,3,,
"P-BRs Ms. 034",144,001,"Super flumina Babylonis illic sedimus et","Super flumina Babylonis illic sedimus et flevimus dum recordaremur tui Sion","Dom. 20 p. Pent.",MI,Of,,g01239,1,,
"P-BRs Ms. 034",144,002,"Memento verbi tui servo tuo domine","Memento verbi tui servo tuo domine in quo mihi spem dedisti haec me consolata est in humilitate mea","Dom. 20 p. Pent.",MI,Cm,,g01240,4,,
"P-BRs Ms. 034",145,001,"In voluntate tua domine universa sunt","In voluntate tua domine universa sunt posita et non est qui possit resistere voluntati tuae tu enim fecisti omnia caelum et terram et universa quae caeli ambitu continentur dominus universorum tu es","Dom. 21 p. Pent.",MI,In,,g01241,4,,
"P-BRs Ms. 034",145,002,"Beati immaculati in via qui ambulant","Beati immaculati in via qui ambulant in lege domini","Dom. 21 p. Pent.",MI,InV,,g01241b,4,,
"P-BRs Ms. 034",146,001,"Domine refugium factus es nobis a","Domine refugium factus es nobis a generatione et progenie","Dom. 21 p. Pent.",MI,Gr,,g01242,2,,
"P-BRs Ms. 034",146,002,"Priusquam montes fierent aut formaretur terra","Priusquam montes fierent aut formaretur terra et orbis a saeculo et in saeculum tu es deus","Dom. 21 p. Pent.",MI,GrV,,g01242a,2,,
"P-BRs Ms. 034",146,003,"Alleluia Qui confidunt in Domino sicut","Alleluia Qui confidunt in Domino sicut mons Sion non commovebitur in aeternum qui habitat in Jerusalem","Dom. 21 p. Pent.",MI,Al,,g02201,1,,
"P-BRs Ms. 034",147,001,"Alleluia Qui timent dominum sperent in","Alleluia Qui timent dominum sperent in eo adjutor et protector eorum est","Dom. 21 p. Pent.",MI,Al,,507044,1,,
"P-BRs Ms. 034",147,002,"Vir erat in terra nomine Job","Vir erat in terra nomine Job simplex et rectus ac timens deum quem satan petiit ut tentaret et data est ei potestas a domino in facultate et in carne ejus perdiditque omnem substantiam ipsius et filios carnem quoque ejus gravi ulcere vulneravit","Dom. 21 p. Pent.",MI,Of,,g01245,2,,
"P-BRs Ms. 034",148,001,"In salutari tuo anima mea et","In salutari tuo anima mea et in verbum tuum speravi quando facies de persequentibus me judicium iniqui persecuti sunt me adjuva me domine deus meus","Dom. 21 p. Pent.",MI,Cm,,g01246,1,,
"P-BRs Ms. 034",149,001,"Si iniquitatem observaveris domine domine quis","Si iniquitatem observaveris domine domine quis sustinebit quia apud te propitiatio est deus noster","Dom. 22 p. Pent.",MI,In,,g01247.1,3,,
"P-BRs Ms. 034",149,002,"De profundis clamavi ad te domine","De profundis clamavi ad te domine domine exaudi vocem meam","Dom. 22 p. Pent.",MI,InV,,g01247a,3,,
"P-BRs Ms. 034",149,003,"Ecce quam bonum et quam jucundum","Ecce quam bonum et quam jucundum habitare fratres in unum","Dom. 22 p. Pent.",MI,Gr,,g00114,1,,
"P-BRs Ms. 034",149,004,"Sicut unguentum in capite quod descendit","Sicut unguentum in capite quod descendit in barbam barbam Aaron","Dom. 22 p. Pent.",MI,GrV,,g00114a,1,,
"P-BRs Ms. 034",150,001,"Alleluia De profundis clamavi ad te","Alleluia De profundis clamavi ad te domine domine exaudi vocem meam","Dom. 22 p. Pent.",MI,Al,,g01256,7,,
"P-BRs Ms. 034",150,002,"Alleluia Lauda Jerusalem dominum lauda deum","Alleluia Lauda Jerusalem dominum lauda deum tuum Sion","Dom. 22 p. Pent.",MI,Al,,g01531,4,,
"P-BRs Ms. 034",150,003,"Recordare mei domine omni potentatui dominans","Recordare mei domine omni potentatui dominans da sermonem rectum et benesonantem in os meum ut placeant verba mea in conspectu principis everte cor ejus in odium repugnantium nobis et in eis qui consentiunt ei nos autem libera in manu tua deus noster in aeternum","Dom. 22 p. Pent.",MI,Of,,g01251.1,6,,
"P-BRs Ms. 034",151,001,"Dico vobis gaudium est angelis dei","Dico vobis gaudium est angelis dei super uno peccatore paenitentiam agente","Dom. 22 p. Pent.",MI,Cm,,g01150,5,,
"P-BRs Ms. 034",151,002,"Dicit dominus ego cogito cogitationes pacis","Dicit dominus ego cogito cogitationes pacis et non afflictionis invocabitis me et ego exaudiam vos et reducam captivitatem vestram de cunctis locis","Dom. 23 p. Pent.",MI,In,,g01253,6,,
"P-BRs Ms. 034",152,001,"Benedixisti domine terram tuam avertisti captivitatem","Benedixisti domine terram tuam avertisti captivitatem Jacob","Dom. 23 p. Pent.",MI,InV,,g01253b,6,,
"P-BRs Ms. 034",152,002,"Liberasti nos domine ex affligentibus nos","Liberasti nos domine ex affligentibus nos et eos qui nos oderunt confudisti","Dom. 23 p. Pent.",MI,Gr,,g01254,7,,
"P-BRs Ms. 034",152,003,"In deo laudabimur tota die et","In deo laudabimur tota die et nomini tuo confitebimur in saecula","Dom. 23 p. Pent.",MI,GrV,,g01254a,7,,
"P-BRs Ms. 034",153,001,"Alleluia Qui sanat contritos corde et","Alleluia Qui sanat contritos corde et alligat contritiones eorum","Dom. 23 p. Pent.",MI,Al,,g02144,3,,
"P-BRs Ms. 034",153,002,"De profundis clamavi ad te domine","De profundis clamavi ad te domine domine exaudi orationem meam","Dom. 23 p. Pent.",MI,Of,,g01257.1,2,,
"P-BRs Ms. 034",153,003,"Amen dico vobis quidquid orantes petitis","Amen dico vobis quidquid orantes petitis credite quia accipietis et fiet vobis","Dom. 23 p. Pent.",MI,Cm,,g01258,1,,
"P-BRs Ms. 034",154,001,"Dicit dominus ego cogito *","Dicit dominus ego cogito *","Dom. 24 p. Pent.",MI,In,,g01253,*,,
"P-BRs Ms. 034",154,002,"Dicit Dominus Ego cogito *","Dicit Dominus Ego cogito *","Dom. 25 p. Pent.",MI,In,,g01253,*,,
"P-BRs Ms. 034",155,001,"Etenim sederunt principes et adversum me","Etenim sederunt principes et adversum me loquebantur et iniqui per secuti sunt me adjuva me Domine Deus meus quia servus tuus exercebatur in tuis justificationibus",Stephani,MI,In,,g00559,1,,
"P-BRs Ms. 034",155,002,"Beati immaculati in via qui ambulant","Beati immaculati in via qui ambulant in lege domini",Stephani,MI,InV,,g00559b,1,,
"P-BRs Ms. 034",155,003,"Sederunt principes et adversum me loquebantur","Sederunt principes et adversum me loquebantur et iniqui persecuti sunt me",Stephani,MI,Gr,,g00560,5,,
"P-BRs Ms. 034",155,004,"Adjuva me Domine Deus meus salvum","Adjuva me Domine Deus meus salvum me fac propter misericordiam tuam",Stephani,MI,GrV,,g00560a,5,,
"P-BRs Ms. 034",156,001,"Alleluia Video caelos apertos et Jesum","Alleluia Video caelos apertos et Jesum stantem a dextris virtutis dei",Stephani,MI,Al,,g00562,2,,
"P-BRs Ms. 034",156,002,"Posuisti Domine in capite ejus coronam","Posuisti Domine in capite ejus coronam de lapide pretioso vitam petiit a te tribuisti ei alleluia",Stephani,MI,Of,,g01298,8,,
"P-BRs Ms. 034",157,001,"Video caelos apertos et Jesum stantem","Video caelos apertos et Jesum stantem a dextris virtutis dei domine Jesu accipe spiritum meum et ne statuas illis hoc peccatum quia nesciunt quid faciunt",Stephani,MI,Cm,,g00564,8,,
"P-BRs Ms. 034",157,002,"In medio ecclesiae aperuit os ejus","In medio ecclesiae aperuit os ejus et implevit eum dominus spiritu sapientiae et intellectus stolam gloriae induit eum","Joannis Evang.",MI,In,,g01342,6,,
"P-BRs Ms. 034",157,003,"Jucunditatem et exsultationem thesaurizavit super eum","Jucunditatem et exsultationem thesaurizavit super eum et nomine aeterno hereditabit illum","Joannis Evang.",MI,InV,,g01342a.1,6,,
"P-BRs Ms. 034",158,001,"Exiit sermo inter fratres quod discipulus","Exiit sermo inter fratres quod discipulus ille non moritur","Joannis Evang.",MI,Gr,,g00565,5,,
"P-BRs Ms. 034",158,002,"Sed sic eum volo manere donec","Sed sic eum volo manere donec veniam tu me sequere","Joannis Evang.",MI,GrV,,g00565a,5,,
"P-BRs Ms. 034",158,003,"Alleluia Hic est discipulus ille qui","Alleluia Hic est discipulus ille qui testimonium perhibet de his et scimus quia verum est testimonium ejus","Joannis Evang.",MI,Al,,g00567,2,,
"P-BRs Ms. 034",159,001,"Justus ut palma florebit sicut cedrus","Justus ut palma florebit sicut cedrus quae in Libano est multiplicabitur","Joannis Evang.",MI,Of,,g01347,4,,
"P-BRs Ms. 034",159,002,"Exiit sermo inter fratres quod discipulus","Exiit sermo inter fratres quod discipulus ille non moritur et non dixit Jesus non moritur sed sic eum volo manere donec veniam","Joannis Evang.",MI,Cm,,g00568,2,,
"P-BRs Ms. 034",159,003,"Ex ore infantium deus et lactentium","Ex ore infantium deus et lactentium perfecisti laudem propter inimicos tuos","Nat. Innocentium",MI,In,,g00569,2,,
"P-BRs Ms. 034",160,001,"Domine dominus noster quam admirabile est","Domine dominus noster quam admirabile est nomen tuum in universa terra","Nat. Innocentium",MI,InV,,g00569a.1,2,,
"P-BRs Ms. 034",160,002,"Anima nostra sicut passer erepta est","Anima nostra sicut passer erepta est de laqueo venantium","Nat. Innocentium",MI,Gr,,g00570,5,,
