Source,Folio,Seq,Incipit,Text,Feast,Occasion,Genre,Position,"Cantus ID",Mode,Diff,"Diff db"
"P-BRs Ms. 034",323,001,"Apparens igitur sanctissima virgo praenominato pontifici","Apparens igitur sanctissima virgo praenominato pontifici taliter cum admonitionis oraculo voluit edocere alleluia","Mariae ad Nives",MI,Of,,g02379,8,,
"P-BRs Ms. 034",323,002,"Habebis siquidem et Johannem patritium in","Habebis siquidem et Johannem patritium in hoc operae idoneum adjutorem","Mariae ad Nives",MI,Cm,,g02380,1,,
"P-BRs Ms. 034",323,003,"Dominus dixit ad me *","Dominus dixit ad me *","Transfiguratio Domini",MI,In,,g00541,*,,
"P-BRs Ms. 034",323,005,"Tecum principium *","Tecum principium *","Transfiguratio Domini",MI,Gr,,g00542,*,,
"P-BRs Ms. 034",323,006,"Alleluia Ascendit Jesus *","Alleluia Ascendit Jesus *","Transfiguratio Domini",MI,Al,,g02268,*,,
"P-BRs Ms. 034",323,007,"Deus enim firmavit *","Deus enim firmavit *","Transfiguratio Domini",MI,Of,,g00551,*,,
"P-BRs Ms. 034",323,008,"In splendoribus sanctorum *","In splendoribus sanctorum *","Transfiguratio Domini",MI,Cm,,g00546,*,,
"P-BRs Ms. 034",324,001,"Confessio et pulchritudo in conspectu ejus","Confessio et pulchritudo in conspectu ejus sanctitas et magnificentia in sanctificatione ejus",Laurentii,MI,In,,g00331,3,,
"P-BRs Ms. 034",324,002,"Cantate Domino canticum novum cantate Domino","Cantate Domino canticum novum cantate Domino omnis terra",Laurentii,MI,InV,,g00331a,3,,
"P-BRs Ms. 034",324,003,"Probasti Domine cor meum et visitasti","Probasti Domine cor meum et visitasti nocte",Laurentii,MI,Gr,,g00332,6,,
"P-BRs Ms. 034",324,004,"Igne me examinasti et non est","Igne me examinasti et non est inventa in me iniquitas",Laurentii,MI,GrV,,g00332a,5,,
"P-BRs Ms. 034",325,001,"Alleluia Levita Laurentius bonum opus operatus","Alleluia Levita Laurentius bonum opus operatus est qui per signum crucis caecos illuminavit et thesauros ecclesiae dedit pauperibus",Laurentii,MI,Al,,g00334.1,7,,
"P-BRs Ms. 034",325,002,"Confessio et pulchritudo in conspectu ejus","Confessio et pulchritudo in conspectu ejus sanctitas et magnificentia in sanctificatione ejus",Laurentii,MI,Of,,g00335,4,,
"P-BRs Ms. 034",325,003,"Qui mihi ministrat me sequatur et","Qui mihi ministrat me sequatur et ubi ego sum illic et minister meus erit",Laurentii,MI,Cm,,g01299,*,,
"P-BRs Ms. 034",325,004,"Gaudeamus omnes in domino diem festum","Gaudeamus omnes in domino diem festum celebrantes sub honore Mariae virginis de cujus assumptione gaudent angeli et collaudant filium dei","Assumptio Mariae",MI,In,,501004,*,,
"P-BRs Ms. 034",325,005,"Probasti domine cor meum et visitasti","Probasti domine cor meum et visitasti nocte igne me examinasti et non est inventa in me iniquitas","Laurentii, infra oct.",MI,In,,g02209,7,,
"P-BRs Ms. 034",326,001,"Exaudi domine justitiam meam intende deprecationem","Exaudi domine justitiam meam intende deprecationem meam","Laurentii, infra oct.",MI,InV,,g00759a.1,7,,
"P-BRs Ms. 034",326,002,"Gloria et honore *","Gloria et honore *","Laurentii, infra oct.",MI,Gr,,g01282,*,,
"P-BRs Ms. 034",326,003,"Alleluia Puer meus dicit Dominus dum","Alleluia Puer meus dicit Dominus dum transieris per ignem flamma non nocebit te","Laurentii, infra oct.",MI,Al,,g02363,2,,
"P-BRs Ms. 034",326,004,"In virtute tua *","In virtute tua *","Laurentii, infra oct.",MI,Of,,g01357,*,,
"P-BRs Ms. 034",326,005,"Posuisti *","Posuisti *","Laurentii, infra oct.",MI,Cm,,g01289,*,,
"P-BRs Ms. 034",326,006,"Mihi autem *","Mihi autem *",Bartholomaei,MI,In,,g00005,*,,
"P-BRs Ms. 034",326,007,"Constitues *","Constitues *",Bartholomaei,MI,Gr,,g00006,*,,
"P-BRs Ms. 034",326,008,"Alleluia Non vos me elegistis sed","Alleluia Non vos me elegistis sed ego vos elegi et posui vos ut eatis et fructum afferatis et fructus vester maneat",Bartholomaei,MI,Al,,g02067,2,,
"P-BRs Ms. 034",327,001,"Mihi autem *","Mihi autem *",Bartholomaei,MI,Of,,g00009,*,,
"P-BRs Ms. 034",327,002,"Vos q. reliquistis","Vos q. reliquistis",Bartholomaei,MI,Cm,,g02293,*,,
"P-BRs Ms. 034",327,003,"In medio *","In medio *",Matthaei,MI,In,,g01342,*,,
"P-BRs Ms. 034",327,004,"Beatus vir qui timet Dominum in","Beatus vir qui timet Dominum in mandatis ejus cupit nimis",Matthaei,MI,Gr,,g01291,5,,
"P-BRs Ms. 034",327,005,"Potens in terra erit semen ejus","Potens in terra erit semen ejus generatio rectorum benedicetur",Matthaei,MI,GrV,,g00328a,5,,
"P-BRs Ms. 034",328,001,"Alleluia Ego vos elegi *","Alleluia Ego vos elegi *",Matthaei,MI,Al,,g00446,*,,
"P-BRs Ms. 034",328,002,"Posuisti Domine *","Posuisti Domine *",Matthaei,MI,Of,,g01298,*,,
"P-BRs Ms. 034",328,003,"Magna est*","Magna est*",Matthaei,MI,Cm,,g01261,*,,
"P-BRs Ms. 034",328,004,"Venite benedicti patris mei percipite regnum","Venite benedicti patris mei percipite regnum alleluia quod vobis paratum est ab origine mundi alleluia alleluia alleluia","Mauritii et sociorum",MI,In,,g01026,7,,
"P-BRs Ms. 034",328,005,"Cantate Domino canticum novum cantate Domino","Cantate Domino canticum novum cantate Domino omnis terra","Mauritii et sociorum",MI,InV,,g00331a,7,,
"P-BRs Ms. 034",328,006,"Benedicite dominum omnes angeli ejus potentes","Benedicite dominum omnes angeli ejus potentes virtute qui facitis verbum ejus ad audiendam vocem sermonum ejus",Michaelis,MI,In,,g02711,3,,
"P-BRs Ms. 034",329,001,"Benedic anima mea domino et omnia","Benedic anima mea domino et omnia quae intra me sunt nomini sancto ejus",Michaelis,MI,InV,,g02711a.1,3,,
"P-BRs Ms. 034",329,002,"Benedicite dominum omnes angeli ejus potentes","Benedicite dominum omnes angeli ejus potentes virtute qui facitis verbum ejus",Michaelis,MI,Gr,,g02712,3,,
"P-BRs Ms. 034",329,003,"Benedic anima mea dominum et omnia","Benedic anima mea dominum et omnia interiora mea nomen sanctum ejus",Michaelis,MI,GrV,,g02712a,3,,
"P-BRs Ms. 034",330,001,"Alleluia Sancte Michael Archangele defende nos","Alleluia Sancte Michael Archangele defende nos in proelio ut non pereamus in tremendo judicio",Michaelis,MI,Al,,g00395,2,,
"P-BRs Ms. 034",330,002,"Stetit angelus juxta aram templi habens","Stetit angelus juxta aram templi habens thuribulum aureum in manu sua et data sunt ei incensa multa et ascendit fumus aromatum in conspectu dei alleluia",Michaelis,MI,Of,,g00397,1,,
"P-BRs Ms. 034",330,003,"Benedicite omnes angeli domini dominum hymnum","Benedicite omnes angeli domini dominum hymnum dicite et superexaltate eum in saecula",Michaelis,MI,Cm,,g00398,3,,
"P-BRs Ms. 034",330,003,"Benedicite omnes Angeli Domini Dominum hymnum","Benedicite omnes Angeli Domini Dominum hymnum dicite et superexaltate eum in saecula",Michaelis,MI,Cm,,g00398,3,,
"P-BRs Ms. 034",331,001,"Gaudeamus omnes*","Gaudeamus omnes*",Francisci,MI,In,,,*,,
"P-BRs Ms. 034",331,002,"Os justi meditabitur *","Os justi meditabitur *",Francisci,MI,Gr,,g01343,*,,
"P-BRs Ms. 034",331,003,"Alleluia Hic Franciscus pauper et modicus","Alleluia Hic Franciscus pauper et modicus caelum dives ingreditur hymnis caelestibus  honorabitur",Francisci,MI,Al,,g02364,1,,
"P-BRs Ms. 034",331,004,"Veritas mea *","Veritas mea *",Francisci,MI,Of,,g01278,*,,
"P-BRs Ms. 034",331,005,"Fidelis servus *","Fidelis servus *",Francisci,MI,Cm,,g00318,*,,
"P-BRs Ms. 034",331,006,"Statuit ei *","Statuit ei *","Petri de Rates",MI,In,,g01271,*,,
"P-BRs Ms. 034",331,007,"Ecce sacerdos magnus Martinus gemma sacerdotum","Ecce sacerdos magnus Martinus gemma sacerdotum quem principem fecit Dominus ut sit nobis reconciliacio et non est inventus similis illi habere laudem in omnes gentes",Martini,MI,In,,g02314,1,,
"P-BRs Ms. 034",332,001,"Benedictionem omnium gentium dedit illi Dominus","Benedictionem omnium gentium dedit illi Dominus et testamentum suum confirmavit super caput ejus",Martini,MI,InV,,g02314a,1,,
"P-BRs Ms. 034",332,002,"Ora pro nobis beate Martine ut","Ora pro nobis beate Martine ut digni efficiamur promissionibus Christi",Martini,MI,Gr,,g02315,5,,
"P-BRs Ms. 034",332,003,"Dum sacramenta offerret beatus Martinus globus","Dum sacramenta offerret beatus Martinus globus igneus apparuit super caput ejus",Martini,MI,GrV,,g02316,5,,
"P-BRs Ms. 034",333,001,"Alleluia Hic Martinus pauper et modicus","Alleluia Hic Martinus pauper et modicus caelum dives ingreditur hymnis caelestibus  honorabitur",Martini,MI,Al,,g02218,2,,
"P-BRs Ms. 034",333,002,"Martinus igitur obitum suum longe ante","Martinus igitur obitum suum longe ante praescivit dixitque fratribus dissolutionem sui corporis imminere quia indicavit se jam resolvi",Martini,MI,Of,,g02318,1,,
"P-BRs Ms. 034",334,001,"Martinus Abrahe sinu letus excipitur Martinus","Martinus Abrahe sinu letus excipitur Martinus hic pauper et modicus caelum dives ingreditur hymnis coelestibus honoratur",Martini,MI,Cm,,g02312,7,,
"P-BRs Ms. 034",334,002,"Mihi autem *","Mihi autem *",Andreae,MI,In,,g00005,*,,
"P-BRs Ms. 034",334,003,"Constitues eos *","Constitues eos *",Andreae,MI,Gr,,g00006,*,,
"P-BRs Ms. 034",334,004,"Alleluia Dilexit Andream dominus in odorem","Alleluia Dilexit Andream dominus in odorem suavitatis",Andreae,MI,Al,,g00008,1,,
"P-BRs Ms. 034",334,005,"Mihi autem *","Mihi autem *",Andreae,MI,Of,,g00009,*,,
"P-BRs Ms. 034",335,001,"Venite post me faciam vos piscatores","Venite post me faciam vos piscatores hominum at illi relictis retibus et pavi secuti sunt dominum",Andreae,MI,Cm,,g00010,8,,
"P-BRs Ms. 034",335,002,"Statuit ei Dominus *","Statuit ei Dominus *",Nicolai,MI,In,,g01271,*,,
"P-BRs Ms. 034",335,003,"Inveni David *","Inveni David *",Nicolai,MI,Gr,,g01272,*,,
"P-BRs Ms. 034",335,004,"Alleluia Juravit Dominus*","Alleluia Juravit Dominus*",Nicolai,MI,Al,,g01341,*,,
"P-BRs Ms. 034",335,005,"Veritas mea *","Veritas mea *",Nicolai,MI,Of,,g01278,*,,
"P-BRs Ms. 034",335,006,"Domine quinque talenta *","Domine quinque talenta *",Nicolai,MI,Cm,,g00012,*,,
"P-BRs Ms. 034",335,007,"Mihi autem *","Mihi autem *",Thomae,MI,In,,g00005,*,,
"P-BRs Ms. 034",335,008,"Laetamini in Domino et exsultate justi","Laetamini in Domino et exsultate justi et gloriamini omnes recti corde",Thomae,MI,Of,,g00116,1,,
"P-BRs Ms. 034",335,009,"Posuisti Domine in capite ejus coronam","Posuisti Domine in capite ejus coronam de lapide pretioso",Thomae,MI,Cm,,g01289,6,,
"P-BRs Ms. 034",337,001,"Ego autem sicut oliva fructificavi in","Ego autem sicut oliva fructificavi in domo Domini speravi in misericordia Dei mei et exspectabo nomen tuum quoniam bonum est ante conspectum sanctorum tuorum.","Comm. Apostolorum",MI,In,,g01259,3,,
"P-BRs Ms. 034",337,002,"Quid gloriaris in malitia qui potens","Quid gloriaris in malitia qui potens es in iniquitate","Comm. Apostolorum",MI,InV,,g01259a,3,,
"P-BRs Ms. 034",337,003,"Justus ut palma florebit sicut cedrus","Justus ut palma florebit sicut cedrus Libani multiplicabitur in domo Domini","Comm. Apostolorum",MI,Gr,,g01350,2,,
"P-BRs Ms. 034",338,001,"Ad annuntiandum mane misericordiam tuam et","Ad annuntiandum mane misericordiam tuam et veritatem tuam per noctem","Comm. Apostolorum",MI,GrV,,g01207a,2,,
"P-BRs Ms. 034",338,002,"Alleluia In omnem terram exivit sonus","Alleluia In omnem terram exivit sonus eorum et in fines orbis terrae verba eorum","Comm. Apostolorum",MI,Al,,g02149,1,,
"P-BRs Ms. 034",338,003,"Gloria et honore coronasti eum et","Gloria et honore coronasti eum et constituisti eum super opera manuum tuarum Domine","Comm. Apostolorum",MI,Of,,g01260,1,,
"P-BRs Ms. 034",339,001,"Magna est gloria ejus in salutari","Magna est gloria ejus in salutari tuo gloriam et magnum decorem impones super eum Domine","Comm. Apostolorum",MI,Cm,,g01261,4,,
"P-BRs Ms. 034",339,002,"Intret in conspectu tuo domine gemitus","Intret in conspectu tuo domine gemitus compeditorum redde vicinis nostris septuplum in sinu eorum vindica sanguinem sanctorum tuorum qui effusus est","Comm. duorum Apostolorum",MI,In,,g01310,4,,
"P-BRs Ms. 034",339,003,"Deus venerunt gentes in haereditatem tuam","Deus venerunt gentes in haereditatem tuam polluerunt templum sanctum tuum posuerunt Jerusalem in pomorum custodiam","Comm. duorum Apostolorum",MI,InV,,g01310a,4,,
"P-BRs Ms. 034",340,001,"Vindica Domine sanguinem sanctorum tuorum qui","Vindica Domine sanguinem sanctorum tuorum qui effusus est","Comm. duorum Apostolorum",MI,Gr,,g00470,5,,
"P-BRs Ms. 034",340,002,"Posuerunt mortalia servorum tuorum escas volatilibus","Posuerunt mortalia servorum tuorum escas volatilibus caeli carnes sanctourm tuorum bestiis terrae","Comm. duorum Apostolorum",MI,GrV,,g00470a,5,,
"P-BRs Ms. 034",340,003,"Alleluia Exultabunt sancti in gloria laetabuntur","Alleluia Exultabunt sancti in gloria laetabuntur in cubilibus suis","Comm. duorum Apostolorum",MI,Al,,g02294,7,,
"P-BRs Ms. 034",341,001,"Exsultabunt sancti in gloria laetabuntur in","Exsultabunt sancti in gloria laetabuntur in cubilibus suis exaltationes Dei in faucibus eorum","Comm. duorum Apostolorum",MI,Of,,g01323,4,,
"P-BRs Ms. 034",341,002,"Posuerunt mortalia servorum tuorum domine escas","Posuerunt mortalia servorum tuorum domine escas volatilibus caeli carnes sanctorum tuorum bestiis terrae secundum magnitudinem brachi tui posside filios morte punitorum","Comm. duorum Apostolorum",MI,Cm,,g00472,1,,
"P-BRs Ms. 034",342,001,"Mihi autem nimis honorati sunt amici","Mihi autem nimis honorati sunt amici tui Deus nimis confortatus est principatus eorum","Comm. Apostolorum",MI,In,,g00005,2,,
"P-BRs Ms. 034",342,002,"Domine probasti me et cognovisti me","Domine probasti me et cognovisti me tu cognovisti sessionem meam et resurrectionem meam","Comm. Apostolorum",MI,InV,,g00005a,2,,
"P-BRs Ms. 034",342,003,"Constitues eos principes super omnem terram","Constitues eos principes super omnem terram memores erunt nominis tui Domine","Comm. Apostolorum",MI,Gr,,g00006,5,,
"P-BRs Ms. 034",342,004,"Pro patribus tuis nati sunt tibi","Pro patribus tuis nati sunt tibi filii propterea populi confitebuntur tibi","Comm. Apostolorum",MI,GrV,,g00006a,5,,
"P-BRs Ms. 034",343,001,"Alleluia Ego vos elegi de mundo","Alleluia Ego vos elegi de mundo ut eatis et fructum afferatis et fructus vester maneat","Comm. Apostolorum",MI,Al,,g00446,8,,
"P-BRs Ms. 034",343,002,"Desiderium animae ejus tribuisti ei et","Desiderium animae ejus tribuisti ei et voluntate labiorum ejus non fraudasti eum","Comm. Apostolorum",MI,Tc,,g01275,8,,
"P-BRs Ms. 034",344,001,"Quoniam praevenisti eum in benedictione dulcedinis","Quoniam praevenisti eum in benedictione dulcedinis","Comm. Apostolorum",MI,TcV,,g01275a,8,,
"P-BRs Ms. 034",344,002,"Posuisti super caput ejus coronam de","Posuisti super caput ejus coronam de lapide pretioso","Comm. Apostolorum",MI,TcV,,g01275b,8,,
"P-BRs Ms. 034",344,003,"In omnem terram exivit sonus eorum","In omnem terram exivit sonus eorum et in fines orbis terrae verba eorum","Comm. Apostolorum",MI,Of,,g00025,2,,
"P-BRs Ms. 034",344,004,"Vos qui secuti estis me in","Vos qui secuti estis me in regeneratione cum sederit filius hominis sedebitis et vos super duodecim sedes judicantes Israel","Comm. Apostolorum",MI,Cm,,g02293,2,,
"P-BRs Ms. 034",345,001,"Exclamaverunt ad te domine in tempore","Exclamaverunt ad te domine in tempore afflictionis suae et tu de caelo exaudisti eos alleluia alleluia","Comm. Apostolorum TP",MI,In,,g00185,1,,
"P-BRs Ms. 034",345,002,"Exsultate justi in domino rectos decet","Exsultate justi in domino rectos decet collaudatio","Comm. Apostolorum TP",MI,InV,,g01053a,1,,
"P-BRs Ms. 034",346,001,"Nimis honorati sunt amici tui Deus","Nimis honorati sunt amici tui Deus nimis confortatus est principatus eorum","Comm. Apostolorum TP",MI,Gr,,g00002,2,,
"P-BRs Ms. 034",346,002,"Dinumerabo eos et super arenam multiplicabuntur","Dinumerabo eos et super arenam multiplicabuntur","Comm. Apostolorum TP",MI,GrV,,g00002a,2,,
"P-BRs Ms. 034",346,003,"Alleluia Vos estis qui permansistis mecum","Alleluia Vos estis qui permansistis mecum in tentationibus meis ego autem in medio vestrum sum sicut qui ministrat","Comm. Apostolorum",MI,Al,,g02342,7,,
"P-BRs Ms. 034",347,001,"Qui seminant in lacrimis in gaudio","Qui seminant in lacrimis in gaudio metent","Comm. Apostolorum",MI,Tc,,g01314,8,,
"P-BRs Ms. 034",347,002,"Euntes ibant et flebant mittentes semina","Euntes ibant et flebant mittentes semina sua","Comm. Apostolorum",MI,TcV,,g01314a,8,,
"P-BRs Ms. 034",347,003,"Venientes autem venient cum exsultatione portantes","Venientes autem venient cum exsultatione portantes manipulos suos","Comm. Apostolorum",MI,TcV,,g01314b,8,,
"P-BRs Ms. 034",347,004,"Constitues eos principes super omnem terram","Constitues eos principes super omnem terram memores erunt nominis tui in omni progenie et generatione","Comm. Apostolorum",MI,Of,,g00261,3,,
"P-BRs Ms. 034",348,001,"Amen dico vobis quod vos qui","Amen dico vobis quod vos qui reliquistis omnia et secuti estis me centuplum accipietis et vitam aeternam possidebitis","Comm. Apostolorum",MI,Cm,,g01358,1,,
"P-BRs Ms. 034",348,002,"In medio ecclesiae aperuit os ejus","In medio ecclesiae aperuit os ejus et implevit eum dominus spiritu sapientiae et intellectus stolam gloriae induit eum","Comm. Evangelistarum",MI,In,,g01342,6,,
"P-BRs Ms. 034",348,003,"Bonum est confiteri domino et psallere","Bonum est confiteri domino et psallere nomini tuo altissime","Comm. Evangelistarum",MI,InV,,g00239b,6,,
"P-BRs Ms. 034",348,004,"Nimis honorati *","Nimis honorati *","Comm. Evangelistarum",MI,Gr,,g00002,*,,
"P-BRs Ms. 034",348,005,"Alleluia Primus ad Sion dicet ecce","Alleluia Primus ad Sion dicet ecce adsunt et Hierusalem evangelistam dabo","Comm. Evangelistarum",MI,Al,,g02343,5,,
"P-BRs Ms. 034",349,001,"In omnem terram *","In omnem terram *","Comm. Evangelistarum",MI,Of,,g00025,*,,
"P-BRs Ms. 034",349,002,"Amen dico vobis quod vos qui","Amen dico vobis quod vos qui reliquistis omnia *","Comm. Evangelistarum",MI,Cm,,g01358,*,,
"P-BRs Ms. 034",349,003,"Statuit ei Dominus testamentum pacis et","Statuit ei Dominus testamentum pacis et principem fecit eum ut sit illi sacerdotii dignitas in aeternum","Comm. unius Martyris Pontificis",MI,In,,g01271,1,,
"P-BRs Ms. 034",349,004,"Inveni David servum meum oleo sancto","Inveni David servum meum oleo sancto meo unxi eum","Comm. unius Martyris Pontificis",MI,InV,,g02225,1,,
"P-BRs Ms. 034",349,005,"Ecce sacerdos magnus qui in diebus","Ecce sacerdos magnus qui in diebus suis placuit Deo","Comm. unius Martyris Pontificis",MI,Gr,,g01332,5,,
"P-BRs Ms. 034",350,001,"Non est inventus similis illi qui","Non est inventus similis illi qui conservaret legem Excelsi","Comm. unius Martyris Pontificis",MI,GrV,,g01332a,5,,
"P-BRs Ms. 034",350,002,"Alleluia Posuisti domine super caput ejus","Alleluia Posuisti domine super caput ejus coronam de lapide pretioso","Comm. unius Martyris Pontificis",MI,Al,,g01302,1,,
"P-BRs Ms. 034",350,003,"Desiderium *","Desiderium *","Comm. unius Martyris Pontificis",MI,Tc,,g01275,*,,
"P-BRs Ms. 034",350,004,"In virtute tua domine laetabitur justus","In virtute tua domine laetabitur justus et super salutare tuum exsultabit vehementer desiderium animae ejus tribuisti ei","Comm. unius Martyris Pontificis",MI,Of,,g01357,6,,
"P-BRs Ms. 034",351,001,"Domine quinque talenta tradidisti mihi ecce","Domine quinque talenta tradidisti mihi ecce alia quinque superlucratus sum euge serve fidelis quia in pauca fuisti fidelis supra multa te constituam intra in gaudium Domini tui","Comm. unius Martyris Pontificis",MI,Cm,,g00012,7,,
"P-BRs Ms. 034",351,002,"Gloria et honore coronasti eum et","Gloria et honore coronasti eum et constituisti eum super opera manuum tuarum","Comm. unius Martyris",MI,In,,g02212,7,,
"P-BRs Ms. 034",352,001,"Domine Dominus noster quam admirabile est","Domine Dominus noster quam admirabile est nomen tuum in universa terra","Comm. unius Martyris",MI,InV,,g00569a.1,7,,
"P-BRs Ms. 034",352,002,"Posuisti domine super caput ejus coronam","Posuisti domine super caput ejus coronam de lapide pretioso","Comm. unius Martyris",MI,Gr,,g02233,1,,
"P-BRs Ms. 034",352,003,"Desiderium animae ejus tribuisti ei et","Desiderium animae ejus tribuisti ei et voluntate labiorum ejus non fraudasti eum","Comm. unius Martyris",MI,GrV,,g02233a,1,,
"P-BRs Ms. 034",353,001,"Alleluia Beatus vir qui suffert tentationem","Alleluia Beatus vir qui suffert tentationem quoniam cum probatus fuerit accipiet coronam vitae","Comm. unius Martyris",MI,Al,,g01352,5,,
"P-BRs Ms. 034",353,002,"Desiderium *","Desiderium *","Comm. unius Martyris",MI,Tc,,g01275,*,,
"P-BRs Ms. 034",353,003,"Gloria et honore *","Gloria et honore *","Comm. unius Martyris",MI,Of,,g01260,*,,
"P-BRs Ms. 034",353,004,"Magna est gloria *","Magna est gloria *","Comm. unius Martyris",MI,Cm,,g01261,*,,
"P-BRs Ms. 034",353,005,"In virtute tua Domine laetabitur justus","In virtute tua Domine laetabitur justus et super salutare tuum exsultabit vehementer desiderium animae ejus tribuisti ei","Comm. unius Martyris",MI,In,,g01290,7,,
"P-BRs Ms. 034",353,006,"Quoniam praevenisti eum in benedictionibus dulcedinis","Quoniam praevenisti eum in benedictionibus dulcedinis posuisti in capite ejus coronam de lapide pretioso","Comm. unius Martyris",MI,InV,,g01984,7,,
"P-BRs Ms. 034",354,001,"Justus non conturbabitur quia Dominus firmat","Justus non conturbabitur quia Dominus firmat manum ejus","Comm. unius Martyris",MI,Gr,,g02344,5,,
"P-BRs Ms. 034",354,002,"Tota die miseretur et commodat et","Tota die miseretur et commodat et semen ejus in benedictione erit","Comm. unius Martyris",MI,GrV,,g02344a,5,,
"P-BRs Ms. 034",354,003,"Alleluia Hic est vere martyr quem","Alleluia Hic est vere martyr quem coronabit Dominus","Comm. unius Martyris",MI,Al,,g02345,2,,
"P-BRs Ms. 034",354,004,"Desiderium animae *","Desiderium animae *","Comm. unius Martyris",MI,Tc,,g01275,*,,
